region,item_description,transaction_date,dimension,grade,length_ft,rl_price_per_mbf,assumption_equal_length,source_grade_group
central,2x12 #3,2025-01-17,2x12,3,18,245,True,G3_4
central,2x12 #3,2025-01-24,2x12,3,18,245,True,G3_4
central,2x12 #3,2025-01-31,2x12,3,18,250,True,G3_4
central,2x12 #3,2025-02-07,2x12,3,18,250,True,G3_4
central,2x12 #3,2025-02-14,2x12,3,18,255,True,G3_4
central,2x12 #3,2025-02-21,2x12,3,18,255,True,G3_4
central,2x12 #3,2025-02-28,2x12,3,18,265,True,G3_4
central,2x12 #3,2025-03-07,2x12,3,18,270,True,G3_4
central,2x12 #3,2025-03-14,2x12,3,18,275,True,G3_4
central,2x12 #3,2025-03-21,2x12,3,18,275,True,G3_4
central,2x12 #3,2025-03-28,2x12,3,18,275,True,G3_4
central,2x12 #3,2025-04-04,2x12,3,18,280,True,G3_4
central,2x12 #3,2025-04-11,2x12,3,18,285,True,G3_4
central,2x12 #3,2025-04-18,2x12,3,18,295,True,G3_4
central,2x12 #3,2025-04-25,2x12,3,18,295,True,G3_4
central,2x12 #3,2025-05-02,2x12,3,18,300,True,G3_4
central,2x12 #3,2025-05-09,2x12,3,18,295,True,G3_4
central,2x12 #3,2025-05-16,2x12,3,18,290,True,G3_4
central,2x12 #3,2025-05-23,2x12,3,18,290,True,G3_4
central,2x12 #3,2025-05-30,2x12,3,18,285,True,G3_4
central,2x12 #3,2025-06-06,2x12,3,18,275,True,G3_4
central,2x12 #3,2025-06-13,2x12,3,18,275,True,G3_4
central,2x12 #3,2025-06-19,2x12,3,18,270,True,G3_4
central,2x12 #3,2025-06-27,2x12,3,18,265,True,G3_4
central,2x12 #3,2025-07-03,2x12,3,18,260,True,G3_4
central,2x12 #3,2025-07-11,2x12,3,18,255,True,G3_4
central,2x12 #3,2025-07-18,2x12,3,18,250,True,G3_4
central,2x12 #3,2025-07-25,2x12,3,18,250,True,G3_4
central,2x12 #3,2025-08-01,2x12,3,18,250,True,G3_4
central,2x12 #3,2025-08-08,2x12,3,18,250,True,G3_4
central,2x12 #3,2025-08-15,2x12,3,18,245,True,G3_4
central,2x12 #3,2025-08-22,2x12,3,18,235,True,G3_4
central,2x12 #3,2025-08-29,2x12,3,18,235,True,G3_4
central,2x12 #3,2025-09-05,2x12,3,18,230,True,G3_4
central,2x12 #3,2025-09-12,2x12,3,18,230,True,G3_4
central,2x12 #3,2025-09-19,2x12,3,18,230,True,G3_4
central,2x12 #3,2025-09-26,2x12,3,18,230,True,G3_4
central,2x12 #3,2025-10-03,2x12,3,18,225,True,G3_4
central,2x12 #3,2025-10-10,2x12,3,18,220,True,G3_4
central,2x12 #3,2025-10-17,2x12,3,18,220,True,G3_4
central,2x12 #3,2024-01-12,2x12,3,20,220,True,G3_4
central,2x12 #3,2024-01-18,2x12,3,20,225,True,G3_4
central,2x12 #3,2024-01-25,2x12,3,20,220,True,G3_4
central,2x12 #3,2024-02-08,2x12,3,20,230,True,G3_4
central,2x12 #3,2024-02-15,2x12,3,20,230,True,G3_4
central,2x12 #3,2024-02-22,2x12,3,20,235,True,G3_4
central,2x12 #3,2024-02-29,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-03-07,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-03-14,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-03-21,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-03-28,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-04-04,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-04-11,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-04-18,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-04-25,2x12,3,20,250,True,G3_4
central,2x12 #3,2024-05-02,2x12,3,20,250,True,G3_4
central,2x12 #3,2024-05-09,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-05-16,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-05-30,2x12,3,20,265,True,G3_4
central,2x12 #3,2024-06-06,2x12,3,20,265,True,G3_4
central,2x12 #3,2024-06-13,2x12,3,20,265,True,G3_4
central,2x12 #3,2024-06-20,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-06-27,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-07-04,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-07-11,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-07-18,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-07-25,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-08-01,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-08-08,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-08-15,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-08-22,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-08-29,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-09-05,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-09-12,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-09-20,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-09-27,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-10-04,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-10-11,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-10-18,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-10-25,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-11-01,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-11-08,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-11-15,2x12,3,20,260,True,G3_4
central,2x12 #3,2024-11-22,2x12,3,20,255,True,G3_4
central,2x12 #3,2024-11-27,2x12,3,20,250,True,G3_4
central,2x12 #3,2024-12-06,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-12-13,2x12,3,20,245,True,G3_4
central,2x12 #3,2024-12-20,2x12,3,20,245,True,G3_4
central,2x12 #3,2025-01-03,2x12,3,20,245,True,G3_4
central,2x12 #3,2025-01-10,2x12,3,20,245,True,G3_4
central,2x12 #3,2025-01-17,2x12,3,20,245,True,G3_4
central,2x12 #3,2025-01-24,2x12,3,20,245,True,G3_4
central,2x12 #3,2025-01-31,2x12,3,20,250,True,G3_4
central,2x12 #3,2025-02-07,2x12,3,20,250,True,G3_4
central,2x12 #3,2025-02-14,2x12,3,20,255,True,G3_4
central,2x12 #3,2025-02-21,2x12,3,20,255,True,G3_4
central,2x12 #3,2025-02-28,2x12,3,20,265,True,G3_4
central,2x12 #3,2025-03-07,2x12,3,20,270,True,G3_4
central,2x12 #3,2025-03-14,2x12,3,20,275,True,G3_4
central,2x12 #3,2025-03-21,2x12,3,20,275,True,G3_4
central,2x12 #3,2025-03-28,2x12,3,20,275,True,G3_4
central,2x12 #3,2025-04-04,2x12,3,20,280,True,G3_4
central,2x12 #3,2025-04-11,2x12,3,20,285,True,G3_4
central,2x12 #3,2025-04-18,2x12,3,20,295,True,G3_4
central,2x12 #3,2025-04-25,2x12,3,20,295,True,G3_4
central,2x12 #3,2025-05-02,2x12,3,20,300,True,G3_4
central,2x12 #3,2025-05-09,2x12,3,20,295,True,G3_4
central,2x12 #3,2025-05-16,2x12,3,20,290,True,G3_4
central,2x12 #3,2025-05-23,2x12,3,20,290,True,G3_4
central,2x12 #3,2025-05-30,2x12,3,20,285,True,G3_4
central,2x12 #3,2025-06-06,2x12,3,20,275,True,G3_4
central,2x12 #3,2025-06-13,2x12,3,20,275,True,G3_4
central,2x12 #3,2025-06-19,2x12,3,20,270,True,G3_4
central,2x12 #3,2025-06-27,2x12,3,20,265,True,G3_4
central,2x12 #3,2025-07-03,2x12,3,20,260,True,G3_4
central,2x12 #3,2025-07-11,2x12,3,20,255,True,G3_4
central,2x12 #3,2025-07-18,2x12,3,20,250,True,G3_4
central,2x12 #3,2025-07-25,2x12,3,20,250,True,G3_4
central,2x12 #3,2025-08-01,2x12,3,20,250,True,G3_4
central,2x12 #3,2025-08-08,2x12,3,20,250,True,G3_4
central,2x12 #3,2025-08-15,2x12,3,20,245,True,G3_4
central,2x12 #3,2025-08-22,2x12,3,20,235,True,G3_4
central,2x12 #3,2025-08-29,2x12,3,20,235,True,G3_4
central,2x12 #3,2025-09-05,2x12,3,20,230,True,G3_4
central,2x12 #3,2025-09-12,2x12,3,20,230,True,G3_4
central,2x12 #3,2025-09-19,2x12,3,20,230,True,G3_4
central,2x12 #3,2025-09-26,2x12,3,20,230,True,G3_4
central,2x12 #3,2025-10-03,2x12,3,20,225,True,G3_4
central,2x12 #3,2025-10-10,2x12,3,20,220,True,G3_4
central,2x12 #3,2025-10-17,2x12,3,20,220,True,G3_4
central,2x12,2024-01-12,2x12,4,8,175,True,G3_4
central,2x12,2024-01-18,2x12,4,8,175,True,G3_4
central,2x12,2024-01-25,2x12,4,8,175,True,G3_4
central,2x12,2024-02-08,2x12,4,8,175,True,G3_4
central,2x12,2024-02-15,2x12,4,8,180,True,G3_4
central,2x12,2024-02-22,2x12,4,8,175,True,G3_4
central,2x12,2024-02-29,2x12,4,8,180,True,G3_4
central,2x12,2024-03-07,2x12,4,8,180,True,G3_4
central,2x12,2024-03-14,2x12,4,8,180,True,G3_4
central,2x12,2024-03-21,2x12,4,8,180,True,G3_4
central,2x12,2024-03-28,2x12,4,8,180,True,G3_4
central,2x12,2024-04-04,2x12,4,8,180,True,G3_4
central,2x12,2024-04-11,2x12,4,8,180,True,G3_4
central,2x12,2024-04-18,2x12,4,8,180,True,G3_4
central,2x12,2024-04-25,2x12,4,8,180,True,G3_4
central,2x12,2024-05-02,2x12,4,8,180,True,G3_4
central,2x12,2024-05-09,2x12,4,8,180,True,G3_4
central,2x12,2024-05-16,2x12,4,8,180,True,G3_4
central,2x12,2024-05-30,2x12,4,8,180,True,G3_4
central,2x12,2024-06-06,2x12,4,8,185,True,G3_4
central,2x12,2024-06-13,2x12,4,8,185,True,G3_4
central,2x12,2024-06-20,2x12,4,8,185,True,G3_4
central,2x12,2024-06-27,2x12,4,8,180,True,G3_4
central,2x12,2024-07-04,2x12,4,8,175,True,G3_4
central,2x12,2024-07-11,2x12,4,8,175,True,G3_4
central,2x12,2024-07-18,2x12,4,8,175,True,G3_4
central,2x12,2024-07-25,2x12,4,8,175,True,G3_4
central,2x12,2024-08-01,2x12,4,8,175,True,G3_4
central,2x12,2024-08-08,2x12,4,8,175,True,G3_4
central,2x12,2024-08-15,2x12,4,8,175,True,G3_4
central,2x12,2024-08-22,2x12,4,8,175,True,G3_4
central,2x12,2024-08-29,2x12,4,8,175,True,G3_4
central,2x12,2024-09-05,2x12,4,8,175,True,G3_4
central,2x12,2024-09-12,2x12,4,8,175,True,G3_4
central,2x12,2024-09-20,2x12,4,8,175,True,G3_4
central,2x12,2024-09-27,2x12,4,8,175,True,G3_4
central,2x12,2024-10-04,2x12,4,8,175,True,G3_4
central,2x12,2024-10-11,2x12,4,8,185,True,G3_4
central,2x12,2024-10-18,2x12,4,8,195,True,G3_4
central,2x12,2024-10-25,2x12,4,8,205,True,G3_4
central,2x12,2024-11-01,2x12,4,8,205,True,G3_4
central,2x12,2024-11-08,2x12,4,8,205,True,G3_4
central,2x12,2024-11-15,2x12,4,8,205,True,G3_4
central,2x12,2024-11-22,2x12,4,8,205,True,G3_4
central,2x12,2024-11-27,2x12,4,8,205,True,G3_4
central,2x12,2024-12-06,2x12,4,8,205,True,G3_4
central,2x12,2024-12-13,2x12,4,8,205,True,G3_4
central,2x12,2024-12-20,2x12,4,8,210,True,G3_4
central,2x12,2025-01-03,2x12,4,8,215,True,G3_4
central,2x12,2025-01-10,2x12,4,8,215,True,G3_4
central,2x12,2025-01-17,2x12,4,8,215,True,G3_4
central,2x12,2025-01-24,2x12,4,8,215,True,G3_4
central,2x12,2025-01-31,2x12,4,8,215,True,G3_4
central,2x12,2025-02-07,2x12,4,8,215,True,G3_4
central,2x12,2025-02-14,2x12,4,8,220,True,G3_4
central,2x12,2025-02-21,2x12,4,8,225,True,G3_4
central,2x12,2025-02-28,2x12,4,8,230,True,G3_4
central,2x12,2025-03-07,2x12,4,8,240,True,G3_4
central,2x12,2025-03-14,2x12,4,8,245,True,G3_4
central,2x12,2025-03-21,2x12,4,8,250,True,G3_4
central,2x12,2025-03-28,2x12,4,8,250,True,G3_4
central,2x12,2025-04-04,2x12,4,8,255,True,G3_4
central,2x12,2025-04-11,2x12,4,8,260,True,G3_4
central,2x12,2025-04-18,2x12,4,8,265,True,G3_4
central,2x12,2025-04-25,2x12,4,8,265,True,G3_4
central,2x12,2025-05-02,2x12,4,8,265,True,G3_4
central,2x12,2025-05-09,2x12,4,8,260,True,G3_4
central,2x12,2025-05-16,2x12,4,8,255,True,G3_4
central,2x12,2025-05-23,2x12,4,8,255,True,G3_4
central,2x12,2025-05-30,2x12,4,8,255,True,G3_4
central,2x12,2025-06-06,2x12,4,8,250,True,G3_4
central,2x12,2025-06-13,2x12,4,8,250,True,G3_4
central,2x12,2025-06-19,2x12,4,8,250,True,G3_4
central,2x12,2025-06-27,2x12,4,8,250,True,G3_4
central,2x12,2025-07-03,2x12,4,8,250,True,G3_4
central,2x12,2025-07-11,2x12,4,8,240,True,G3_4
central,2x12,2025-07-18,2x12,4,8,230,True,G3_4
central,2x12,2025-07-25,2x12,4,8,230,True,G3_4
central,2x12,2025-08-01,2x12,4,8,230,True,G3_4
central,2x12,2025-08-08,2x12,4,8,230,True,G3_4
central,2x12,2025-08-15,2x12,4,8,230,True,G3_4
central,2x12,2025-08-22,2x12,4,8,225,True,G3_4
central,2x12,2025-08-29,2x12,4,8,225,True,G3_4
central,2x12,2025-09-05,2x12,4,8,225,True,G3_4
central,2x12,2025-09-12,2x12,4,8,225,True,G3_4
central,2x12,2025-09-19,2x12,4,8,220,True,G3_4
central,2x12,2025-09-26,2x12,4,8,220,True,G3_4
central,2x12,2025-10-03,2x12,4,8,220,True,G3_4
central,2x12,2025-10-10,2x12,4,8,220,True,G3_4
central,2x12,2025-10-17,2x12,4,8,220,True,G3_4
central,2x12,2024-01-12,2x12,4,10,175,True,G3_4
central,2x12,2024-01-18,2x12,4,10,175,True,G3_4
central,2x12,2024-01-25,2x12,4,10,175,True,G3_4
central,2x12,2024-02-08,2x12,4,10,175,True,G3_4
central,2x12,2024-02-15,2x12,4,10,180,True,G3_4
central,2x12,2024-02-22,2x12,4,10,175,True,G3_4
central,2x12,2024-02-29,2x12,4,10,180,True,G3_4
central,2x12,2024-03-07,2x12,4,10,180,True,G3_4
central,2x12,2024-03-14,2x12,4,10,180,True,G3_4
central,2x12,2024-03-21,2x12,4,10,180,True,G3_4
central,2x12,2024-03-28,2x12,4,10,180,True,G3_4
central,2x12,2024-04-04,2x12,4,10,180,True,G3_4
central,2x12,2024-04-11,2x12,4,10,180,True,G3_4
central,2x12,2024-04-18,2x12,4,10,180,True,G3_4
central,2x12,2024-04-25,2x12,4,10,180,True,G3_4
central,2x12,2024-05-02,2x12,4,10,180,True,G3_4
central,2x12,2024-05-09,2x12,4,10,180,True,G3_4
central,2x12,2024-05-16,2x12,4,10,180,True,G3_4
central,2x12,2024-05-30,2x12,4,10,180,True,G3_4
central,2x12,2024-06-06,2x12,4,10,185,True,G3_4
central,2x12,2024-06-13,2x12,4,10,185,True,G3_4
central,2x12,2024-06-20,2x12,4,10,185,True,G3_4
central,2x12,2024-06-27,2x12,4,10,180,True,G3_4
central,2x12,2024-07-04,2x12,4,10,175,True,G3_4
central,2x12,2024-07-11,2x12,4,10,175,True,G3_4
central,2x12,2024-07-18,2x12,4,10,175,True,G3_4
central,2x12,2024-07-25,2x12,4,10,175,True,G3_4
central,2x12,2024-08-01,2x12,4,10,175,True,G3_4
central,2x12,2024-08-08,2x12,4,10,175,True,G3_4
central,2x12,2024-08-15,2x12,4,10,175,True,G3_4
central,2x12,2024-08-22,2x12,4,10,175,True,G3_4
central,2x12,2024-08-29,2x12,4,10,175,True,G3_4
central,2x12,2024-09-05,2x12,4,10,175,True,G3_4
central,2x12,2024-09-12,2x12,4,10,175,True,G3_4
central,2x12,2024-09-20,2x12,4,10,175,True,G3_4
central,2x12,2024-09-27,2x12,4,10,175,True,G3_4
central,2x12,2024-10-04,2x12,4,10,175,True,G3_4
central,2x12,2024-10-11,2x12,4,10,185,True,G3_4
central,2x12,2024-10-18,2x12,4,10,195,True,G3_4
central,2x12,2024-10-25,2x12,4,10,205,True,G3_4
central,2x12,2024-11-01,2x12,4,10,205,True,G3_4
central,2x12,2024-11-08,2x12,4,10,205,True,G3_4
central,2x12,2024-11-15,2x12,4,10,205,True,G3_4
central,2x12,2024-11-22,2x12,4,10,205,True,G3_4
central,2x12,2024-11-27,2x12,4,10,205,True,G3_4
central,2x12,2024-12-06,2x12,4,10,205,True,G3_4
central,2x12,2024-12-13,2x12,4,10,205,True,G3_4
central,2x12,2024-12-20,2x12,4,10,210,True,G3_4
central,2x12,2025-01-03,2x12,4,10,215,True,G3_4
central,2x12,2025-01-10,2x12,4,10,215,True,G3_4
central,2x12,2025-01-17,2x12,4,10,215,True,G3_4
central,2x12,2025-01-24,2x12,4,10,215,True,G3_4
central,2x12,2025-01-31,2x12,4,10,215,True,G3_4
central,2x12,2025-02-07,2x12,4,10,215,True,G3_4
central,2x12,2025-02-14,2x12,4,10,220,True,G3_4
central,2x12,2025-02-21,2x12,4,10,225,True,G3_4
central,2x12,2025-02-28,2x12,4,10,230,True,G3_4
central,2x12,2025-03-07,2x12,4,10,240,True,G3_4
central,2x12,2025-03-14,2x12,4,10,245,True,G3_4
central,2x12,2025-03-21,2x12,4,10,250,True,G3_4
central,2x12,2025-03-28,2x12,4,10,250,True,G3_4
central,2x12,2025-04-04,2x12,4,10,255,True,G3_4
central,2x12,2025-04-11,2x12,4,10,260,True,G3_4
central,2x12,2025-04-18,2x12,4,10,265,True,G3_4
central,2x12,2025-04-25,2x12,4,10,265,True,G3_4
central,2x12,2025-05-02,2x12,4,10,265,True,G3_4
central,2x12,2025-05-09,2x12,4,10,260,True,G3_4
central,2x12,2025-05-16,2x12,4,10,255,True,G3_4
central,2x12,2025-05-23,2x12,4,10,255,True,G3_4
central,2x12,2025-05-30,2x12,4,10,255,True,G3_4
central,2x12,2025-06-06,2x12,4,10,250,True,G3_4
central,2x12,2025-06-13,2x12,4,10,250,True,G3_4
central,2x12,2025-06-19,2x12,4,10,250,True,G3_4
central,2x12,2025-06-27,2x12,4,10,250,True,G3_4
central,2x12,2025-07-03,2x12,4,10,250,True,G3_4
central,2x12,2025-07-11,2x12,4,10,240,True,G3_4
central,2x12,2025-07-18,2x12,4,10,230,True,G3_4
central,2x12,2025-07-25,2x12,4,10,230,True,G3_4
central,2x12,2025-08-01,2x12,4,10,230,True,G3_4
central,2x12,2025-08-08,2x12,4,10,230,True,G3_4
central,2x12,2025-08-15,2x12,4,10,230,True,G3_4
central,2x12,2025-08-22,2x12,4,10,225,True,G3_4
central,2x12,2025-08-29,2x12,4,10,225,True,G3_4
central,2x12,2025-09-05,2x12,4,10,225,True,G3_4
central,2x12,2025-09-12,2x12,4,10,225,True,G3_4
central,2x12,2025-09-19,2x12,4,10,220,True,G3_4
central,2x12,2025-09-26,2x12,4,10,220,True,G3_4
central,2x12,2025-10-03,2x12,4,10,220,True,G3_4
central,2x12,2025-10-10,2x12,4,10,220,True,G3_4
central,2x12,2025-10-17,2x12,4,10,220,True,G3_4
central,2x12,2024-01-12,2x12,4,12,175,True,G3_4
central,2x12,2024-01-18,2x12,4,12,175,True,G3_4
central,2x12,2024-01-25,2x12,4,12,175,True,G3_4
central,2x12,2024-02-08,2x12,4,12,175,True,G3_4
central,2x12,2024-02-15,2x12,4,12,180,True,G3_4
central,2x12,2024-02-22,2x12,4,12,175,True,G3_4
central,2x12,2024-02-29,2x12,4,12,180,True,G3_4
central,2x12,2024-03-07,2x12,4,12,180,True,G3_4
central,2x12,2024-03-14,2x12,4,12,180,True,G3_4
central,2x12,2024-03-21,2x12,4,12,180,True,G3_4
central,2x12,2024-03-28,2x12,4,12,180,True,G3_4
central,2x12,2024-04-04,2x12,4,12,180,True,G3_4
central,2x12,2024-04-11,2x12,4,12,180,True,G3_4
central,2x12,2024-04-18,2x12,4,12,180,True,G3_4
central,2x12,2024-04-25,2x12,4,12,180,True,G3_4
central,2x12,2024-05-02,2x12,4,12,180,True,G3_4
central,2x12,2024-05-09,2x12,4,12,180,True,G3_4
central,2x12,2024-05-16,2x12,4,12,180,True,G3_4
central,2x12,2024-05-30,2x12,4,12,180,True,G3_4
central,2x12,2024-06-06,2x12,4,12,185,True,G3_4
central,2x12,2024-06-13,2x12,4,12,185,True,G3_4
central,2x12,2024-06-20,2x12,4,12,185,True,G3_4
central,2x12,2024-06-27,2x12,4,12,180,True,G3_4
central,2x12,2024-07-04,2x12,4,12,175,True,G3_4
central,2x12,2024-07-11,2x12,4,12,175,True,G3_4
central,2x12,2024-07-18,2x12,4,12,175,True,G3_4
central,2x12,2024-07-25,2x12,4,12,175,True,G3_4
central,2x12,2024-08-01,2x12,4,12,175,True,G3_4
central,2x12,2024-08-08,2x12,4,12,175,True,G3_4
central,2x12,2024-08-15,2x12,4,12,175,True,G3_4
central,2x12,2024-08-22,2x12,4,12,175,True,G3_4
central,2x12,2024-08-29,2x12,4,12,175,True,G3_4
central,2x12,2024-09-05,2x12,4,12,175,True,G3_4
central,2x12,2024-09-12,2x12,4,12,175,True,G3_4
central,2x12,2024-09-20,2x12,4,12,175,True,G3_4
central,2x12,2024-09-27,2x12,4,12,175,True,G3_4
central,2x12,2024-10-04,2x12,4,12,175,True,G3_4
central,2x12,2024-10-11,2x12,4,12,185,True,G3_4
central,2x12,2024-10-18,2x12,4,12,195,True,G3_4
central,2x12,2024-10-25,2x12,4,12,205,True,G3_4
central,2x12,2024-11-01,2x12,4,12,205,True,G3_4
central,2x12,2024-11-08,2x12,4,12,205,True,G3_4
central,2x12,2024-11-15,2x12,4,12,205,True,G3_4
central,2x12,2024-11-22,2x12,4,12,205,True,G3_4
central,2x12,2024-11-27,2x12,4,12,205,True,G3_4
central,2x12,2024-12-06,2x12,4,12,205,True,G3_4
central,2x12,2024-12-13,2x12,4,12,205,True,G3_4
central,2x12,2024-12-20,2x12,4,12,210,True,G3_4
central,2x12,2025-01-03,2x12,4,12,215,True,G3_4
central,2x12,2025-01-10,2x12,4,12,215,True,G3_4
central,2x12,2025-01-17,2x12,4,12,215,True,G3_4
central,2x12,2025-01-24,2x12,4,12,215,True,G3_4
central,2x12,2025-01-31,2x12,4,12,215,True,G3_4
central,2x12,2025-02-07,2x12,4,12,215,True,G3_4
central,2x12,2025-02-14,2x12,4,12,220,True,G3_4
central,2x12,2025-02-21,2x12,4,12,225,True,G3_4
central,2x12,2025-02-28,2x12,4,12,230,True,G3_4
central,2x12,2025-03-07,2x12,4,12,240,True,G3_4
central,2x12,2025-03-14,2x12,4,12,245,True,G3_4
central,2x12,2025-03-21,2x12,4,12,250,True,G3_4
central,2x12,2025-03-28,2x12,4,12,250,True,G3_4
central,2x12,2025-04-04,2x12,4,12,255,True,G3_4
central,2x12,2025-04-11,2x12,4,12,260,True,G3_4
central,2x12,2025-04-18,2x12,4,12,265,True,G3_4
central,2x12,2025-04-25,2x12,4,12,265,True,G3_4
central,2x12,2025-05-02,2x12,4,12,265,True,G3_4
central,2x12,2025-05-09,2x12,4,12,260,True,G3_4
central,2x12,2025-05-16,2x12,4,12,255,True,G3_4
central,2x12,2025-05-23,2x12,4,12,255,True,G3_4
central,2x12,2025-05-30,2x12,4,12,255,True,G3_4
central,2x12,2025-06-06,2x12,4,12,250,True,G3_4
central,2x12,2025-06-13,2x12,4,12,250,True,G3_4
central,2x12,2025-06-19,2x12,4,12,250,True,G3_4
central,2x12,2025-06-27,2x12,4,12,250,True,G3_4
central,2x12,2025-07-03,2x12,4,12,250,True,G3_4
central,2x12,2025-07-11,2x12,4,12,240,True,G3_4
central,2x12,2025-07-18,2x12,4,12,230,True,G3_4
central,2x12,2025-07-25,2x12,4,12,230,True,G3_4
central,2x12,2025-08-01,2x12,4,12,230,True,G3_4
central,2x12,2025-08-08,2x12,4,12,230,True,G3_4
central,2x12,2025-08-15,2x12,4,12,230,True,G3_4
central,2x12,2025-08-22,2x12,4,12,225,True,G3_4
central,2x12,2025-08-29,2x12,4,12,225,True,G3_4
central,2x12,2025-09-05,2x12,4,12,225,True,G3_4
central,2x12,2025-09-12,2x12,4,12,225,True,G3_4
central,2x12,2025-09-19,2x12,4,12,220,True,G3_4
central,2x12,2025-09-26,2x12,4,12,220,True,G3_4
central,2x12,2025-10-03,2x12,4,12,220,True,G3_4
central,2x12,2025-10-10,2x12,4,12,220,True,G3_4
central,2x12,2025-10-17,2x12,4,12,220,True,G3_4
central,2x12,2024-01-12,2x12,4,14,175,True,G3_4
central,2x12,2024-01-18,2x12,4,14,175,True,G3_4
central,2x12,2024-01-25,2x12,4,14,175,True,G3_4
central,2x12,2024-02-08,2x12,4,14,175,True,G3_4
central,2x12,2024-02-15,2x12,4,14,180,True,G3_4
central,2x12,2024-02-22,2x12,4,14,175,True,G3_4
central,2x12,2024-02-29,2x12,4,14,180,True,G3_4
central,2x12,2024-03-07,2x12,4,14,180,True,G3_4
central,2x12,2024-03-14,2x12,4,14,180,True,G3_4
central,2x12,2024-03-21,2x12,4,14,180,True,G3_4
central,2x12,2024-03-28,2x12,4,14,180,True,G3_4
central,2x12,2024-04-04,2x12,4,14,180,True,G3_4
central,2x12,2024-04-11,2x12,4,14,180,True,G3_4
central,2x12,2024-04-18,2x12,4,14,180,True,G3_4
central,2x12,2024-04-25,2x12,4,14,180,True,G3_4
central,2x12,2024-05-02,2x12,4,14,180,True,G3_4
central,2x12,2024-05-09,2x12,4,14,180,True,G3_4
central,2x12,2024-05-16,2x12,4,14,180,True,G3_4
central,2x12,2024-05-30,2x12,4,14,180,True,G3_4
central,2x12,2024-06-06,2x12,4,14,185,True,G3_4
central,2x12,2024-06-13,2x12,4,14,185,True,G3_4
central,2x12,2024-06-20,2x12,4,14,185,True,G3_4
central,2x12,2024-06-27,2x12,4,14,180,True,G3_4
central,2x12,2024-07-04,2x12,4,14,175,True,G3_4
central,2x12,2024-07-11,2x12,4,14,175,True,G3_4
central,2x12,2024-07-18,2x12,4,14,175,True,G3_4
central,2x12,2024-07-25,2x12,4,14,175,True,G3_4
central,2x12,2024-08-01,2x12,4,14,175,True,G3_4
central,2x12,2024-08-08,2x12,4,14,175,True,G3_4
central,2x12,2024-08-15,2x12,4,14,175,True,G3_4
central,2x12,2024-08-22,2x12,4,14,175,True,G3_4
central,2x12,2024-08-29,2x12,4,14,175,True,G3_4
central,2x12,2024-09-05,2x12,4,14,175,True,G3_4
central,2x12,2024-09-12,2x12,4,14,175,True,G3_4
central,2x12,2024-09-20,2x12,4,14,175,True,G3_4
central,2x12,2024-09-27,2x12,4,14,175,True,G3_4
central,2x12,2024-10-04,2x12,4,14,175,True,G3_4
central,2x12,2024-10-11,2x12,4,14,185,True,G3_4
central,2x12,2024-10-18,2x12,4,14,195,True,G3_4
central,2x12,2024-10-25,2x12,4,14,205,True,G3_4
central,2x12,2024-11-01,2x12,4,14,205,True,G3_4
central,2x12,2024-11-08,2x12,4,14,205,True,G3_4
central,2x12,2024-11-15,2x12,4,14,205,True,G3_4
central,2x12,2024-11-22,2x12,4,14,205,True,G3_4
central,2x12,2024-11-27,2x12,4,14,205,True,G3_4
central,2x12,2024-12-06,2x12,4,14,205,True,G3_4
central,2x12,2024-12-13,2x12,4,14,205,True,G3_4
central,2x12,2024-12-20,2x12,4,14,210,True,G3_4
central,2x12,2025-01-03,2x12,4,14,215,True,G3_4
central,2x12,2025-01-10,2x12,4,14,215,True,G3_4
central,2x12,2025-01-17,2x12,4,14,215,True,G3_4
